transcript_id	gene_name	baseMean	gcn2ko_arg_6h.vs.gcn2ko_rich_6h	gcn2ko_leu_6h.vs.gcn2ko_rich_6h	hct116_arg_3h.vs.hct116_rich_3h	hct116_leu_3h.vs.hct116_rich_3h	hela_arg_mono_3h.vs.hela_rich_mono_3h	hela_leu_mono_3h.vs.hela_rich_mono_3h	hrgfp_arg_6h.vs.hrgfp_rich_6h	hrgfp_leu_6h.vs.hrgfp_rich_6h	ragbq99l_arg_6h.vs.ragbq99l_rich_6h	ragbq99l_leu_6h.vs.ragbq99l_rich_6h	X293t_arg_6h.vs.X293t_rich_6h	X293t_hrgfp_arg_3h.vs.X293t_hrgfp_rich_3h	X293t_hrgfp_argtorin1_3h.vs.X293t_hrgfp_rich_3h	X293t_hrgfp_leu_3h.vs.X293t_hrgfp_rich_3h	X293t_hrgfp_leutorin1_3h.vs.X293t_hrgfp_rich_3h	X293t_hrgfp_richtorin1_3h.vs.X293t_hrgfp_rich_3h	X293t_leu_6h.vs.X293t_rich_6h
ENST00000357275.6	DBNDD2	196	-0.136	0.248	-0.427	-0.207	-0.332	0.12	-0.362	0.108	-0.421	0.177	-0.102	-0.001	-0.494	0.162	-0.011	-0.319	0.243
ENST00000357276.8	SMARCAL1	133	0.194	-0.247	0.223	0.256	-0.093	-0.717	0.315	0.322	0.358	0.246	0.244	0.118	0.264	0.023	0.07	0.3	0.2
ENST00000357304.8	PRRC2B	682	0.404	0.418	0.185	0.218	0.481	0.26	0.239	0.316	0.16	0.306	0.343	0.351	-0.066	-0.036	0.019	0.12	0.451
ENST00000357311.7	SRPK2	323	0.289	0.007	0.466	0.109	0.053	-0.013	0.21	0.215	0.401	0.37	0.176	-0.009	0.202	0.13	0.127	0.233	0.088
ENST00000357324.10	ATP13A1	450	-0.039	-0.472	-0.082	-0.037	0.526	0.493	0.17	-0.031	0.162	0.208	-0.172	0.355	-0.407	0.18	-0.038	-0.229	-0.195
ENST00000357325.9	HDGF	999	-0.429	0.194	-0.548	-0.201	-0.829	-0.597	-0.886	-0.167	-0.882	-0.511	-0.746	-0.871	-0.778	-0.46	-0.357	-0.382	-0.295
ENST00000357332.7	ASNA1	396	-0.035	-0.718	-0.004	-0.338	0.315	0.052	-0.088	-0.343	-0.056	-0.657	-0.187	0.015	-0.838	-0.39	-0.633	-0.589	-0.429
ENST00000357348.9	RTFDC1	566	0.326	0.081	-0.376	-0.122	-0.374	-0.182	-0.234	0.057	-0.196	-0.127	-0.257	-0.422	-0.629	-0.241	-0.331	-0.464	0.011
ENST00000357360.4	LAGE3	459	-0.302	0.102	-0.069	-0.313	0.11	-0.256	0.049	0.527	0.001	0.11	0.004	0.363	-0.302	0.179	-0.273	-0.249	-0.171
ENST00000357384.8	RPRD1A	726	0.198	-0.222	-0.647	-0.311	-0.571	-0.226	-0.251	-0.12	-0.351	-0.392	-0.126	-0.261	0.107	-0.087	0.075	-0.15	-0.092
ENST00000357387.7	RICTOR	311	0.55	0.821	0.509	0.245	0.958	0.514	0.683	0.003	0.622	0.45	0.534	0.423	0.572	0.376	0.482	0.591	0.288
ENST00000357394.8	ERGIC3	1444	-0.181	-0.254	-0.773	-0.465	-0.411	-0.171	-0.508	-0.273	-0.36	-0.372	-0.695	-0.42	-1.167	-0.338	-0.942	-1.145	-0.5
ENST00000357429.10	C7orf50	197	-0.026	-0.243	-1.168	-0.626	-0.345	-0.524	-0.531	0.339	-0.339	-0.123	-0.639	-0.283	-0.672	0.161	-0.098	-0.496	0.201
ENST00000357430.7	ACSL3	1521	-0.599	0.066	0.513	0.422	0.358	0.408	0.468	-0.023	0.228	0.312	0.472	0.209	0.375	0.123	-0.046	0.259	0.341
ENST00000357436.4	SH3BP1	61	-2.044	-0.498	-0.015	-0.064	-1.816	-0.758	-0.865	-0.214	-1.67	-0.493	-1.365	-0.227	-0.902	0.03	0.202	0.173	-0.898
ENST00000357440.6	SLC29A2	100	-0.468	-0.218	0.936	1.044	-0.568	-0.317	-0.255	-0.279	-0.355	-0.137	-0.131	0.013	-0.035	0.185	0.174	0.001	-0.173
ENST00000357443.2	MOV10	317	0.789	0.052	0.896	0.302	0.712	0.456	0.305	-0.25	0.7	0.392	0.743	0.76	0.497	0.21	0.158	0.571	0.188
ENST00000357460.6	HOMEZ	107	-0.514	-0.241	0.618	0.63	-0.24	-0.346	0.292	-0.247	-0.14	-0.493	-0.121	0.479	0.392	0.369	0.544	0.47	-0.388
ENST00000357484.9	ARPIN	101	0.377	0.435	0.051	-0.398	-0.38	-0.278	0.793	1.069	0.443	0.244	0.87	-0.206	0.285	0.3	0.052	0.277	0.849
ENST00000357489.7	ZNF451	233	1.227	0.794	0.49	0.18	1.147	0.521	1.29	0.375	1.483	1.26	1.283	0.176	0.288	-0.243	0.05	0.185	0.627
ENST00000357495.3	HNRNPA1L2	198	-0.55	-1.08	1.055	-0.11	0.559	-0.473	0.713	-0.076	1.35	-0.408	0.543	-0.285	-1.059	-1.608	-1.308	-1.644	-0.71
ENST00000357496.6	QRICH1	772	-0.41	-0.041	0.12	-0.148	0.062	0.295	-0.387	-0.488	-0.44	-0.079	-0.445	0.112	0.274	0.357	0.284	0.521	-0.221
ENST00000357500.4	POP5	276	-0.802	0.437	0.015	0.111	-0.089	-0.219	-0.474	0.172	-0.59	-0.03	-0.946	-0.406	-0.389	0.061	0.023	-0.209	-0.31
ENST00000357519.8	FIBP	324	0.184	0.393	-0.126	-0.1	-0.312	-0.127	0.305	0.781	0.054	0.174	-0.154	0.008	-0.002	0.309	0.175	-0.236	-0.183
ENST00000357529.7	RIMKLB	255	0.173	0.085	3.111	4.983	1.019	0.255	0.685	0.568	0.676	0.268	0.812	0.072	0.528	0.189	0.603	0.645	0.483
ENST00000357545.8	SPOCK3	36	-0.436	-0.836	-0.917	-1.852	-0.124	-0.054	-0.267	-0.206	-0.319	-0.648	-0.143	0.004	-0.007	0.56	0.25	0.338	0.005
ENST00000357559.8	FXR1	1035	-0.142	-0.027	0.394	0.186	0.362	-0.002	-0.202	-0.479	0.047	0.009	-0.253	-0.124	-0.462	-0.305	-0.687	-0.4	-0.333
ENST00000357578.7	ALDH5A1	124	-0.619	-0.239	-0.029	0.252	-0.031	0.152	0.067	0.197	0.096	0.13	-0.016	0.227	0.107	-0.03	-0.098	0.452	0.389
ENST00000357628.7	POT1	163	-0.204	-0.272	0.313	0.28	0.893	0.406	1.336	0.701	0.922	0.539	0.944	0.483	0.912	0.619	0.762	0.897	0.865
ENST00000357637.9	PIGN	133	-0.595	0.568	-1.054	-0.357	-0.299	-0.035	-0.76	-0.453	-0.911	-0.166	-0.38	-0.98	0.314	-0.199	0.38	0.599	0.01
ENST00000357641.10	BRPF3	140	0.471	0.235	-0.232	-0.233	-0.017	-0.423	-0.024	-0.324	0.067	0.063	-0.196	-0.062	0.023	-0.022	0.108	0.275	-0.172
ENST00000357650.8	SLC30A7	414	-0.024	-0.099	0.066	0.239	-0.006	0.258	-0.766	-0.668	-0.864	-0.371	-0.476	-0.468	0.042	-0.021	-0.06	-0.096	-0.332
ENST00000357674.8	DLG1	306	-0.917	-0.801	-0.212	0.081	-0.563	-0.016	-0.677	-0.521	-0.822	-0.081	0.004	-0.347	0.423	0.123	0.16	0.092	0.307
ENST00000357681.9	ATP2B4	319	0.005	-0.008	0.592	0.407	-0.066	0.153	0.372	-0.244	0.616	0.268	0.502	0.391	0.63	0.04	0.17	0.455	0.087
ENST00000357700.10	ASB13	71	-0.291	-0.462	-1.139	-0.49	-0.79	-0.803	-0.297	0.183	-0.385	-0.129	-0.298	0.154	0.013	0.187	0.349	0.385	-0.108
ENST00000357720.8	TRMT1	395	0.899	0.673	0.056	-0.171	0.406	-0.05	0.462	0.176	0.687	0.386	0.598	0.746	0.065	0.159	0.271	0.208	0.079
ENST00000357727.6	CREB5	137	1.407	1.238	1.475	0.055	0.551	0.138	0.616	0.487	0.93	0.808	0.926	0.378	0.197	0.064	-0.289	-0.209	0.564
ENST00000357743.8	GOLGA7	296	0.758	0.464	-0.397	0.185	-0.579	0.083	0.122	0.331	0.053	0.177	0.039	-0.127	-0.389	-0.131	-0.037	-0.517	0.252
ENST00000357749.6	CHM	194	0.372	0.349	0.183	0.385	0.799	0.516	0.914	0.68	0.324	0.404	0.694	0.185	0.621	0.231	0.417	0.426	0.521
ENST00000357750.8	HYAL2	181	0.547	-0.512	-0.132	-0.257	-1.14	-0.494	-0.208	-0.666	-0.14	-1.091	-0.871	0.08	0.077	-0.133	0.322	0.108	-1.338
ENST00000357758.3	DDHD1	135	-0.018	-0.353	-0.101	0.209	-0.478	0.05	-0.253	-0.635	-0.105	-0.157	-0.365	-0.042	-0.045	0.003	-0.299	0.035	-0.402
ENST00000357765.6	UNC50	412	-0.631	0.3	-0.538	-0.06	-0.153	0.128	-0.221	0.155	-0.586	0.06	-0.084	-0.133	0.462	0.246	0.405	0.461	0.112
ENST00000357799.8	SGOL2	272	-0.712	0.178	0.627	0.345	0.215	0.248	0.18	-0.288	0.13	0.167	0.067	-0.159	0.37	-0.193	0.141	0.289	0.092
ENST00000357847.8	AIG1	344	-0.384	-0.33	-0.217	-0.24	-0.53	-0.017	-0.203	0.137	-0.61	-0.272	-0.228	-0.314	-0.504	-0.039	-0.236	-0.587	-0.003
ENST00000357849.8	COPS5	695	-0.458	-0.258	-0.377	-0.349	0.153	0.126	0.214	-0.06	0.179	0.112	0.082	0.053	0.016	0.111	-0.037	-0.089	-0.188
ENST00000357865.6	STMN1	2693	-0.796	-0.414	-0.817	-0.423	-0.761	0.04	-0.411	0.032	-0.529	-0.315	-0.256	-0.426	-0.233	-0.203	0.027	-0.122	0.008
ENST00000357877.6	SEMA4F	57	-0.407	-0.083	-0.109	-0.267	-0.075	-0.75	0.116	0.432	-0.133	-0.189	-0.063	0.071	-0.1	-0.182	-0.048	0.119	-0.011
ENST00000357878.5	HMX3	16	-1.307	-3.319	-0.332	-0.267	0.432	-0.359	1.305	1.845	-0.455	-0.171	0.635	-1.188	-3.306	1.162	0.473	-3.546	1.353
ENST00000357916.8	MAGEA12	51	0.43	-1.462	-0.332	-0.267	-0.568	0.82	-0.346	-0.761	0.223	-0.2	-0.338	-0.242	-0.496	0.203	0.023	-0.062	-0.312
ENST00000357949.4	SERTAD1	73	-1.366	-0.936	0.87	0.026	0.134	0.355	-0.543	0.469	-1.233	-0.284	-1.172	0.321	-0.063	0.212	-0.155	-0.989	-0.414
ENST00000357955.6	MAPKAPK3	158	-1.204	-0.498	-0.145	0.011	-0.353	-0.343	-0.337	0.225	-0.294	0.124	-0.551	0.009	-0.558	0.369	-0.055	-0.323	0.146
ENST00000357967.8	ERI2	106	-0.307	0.253	0.116	-0.182	0.451	0.088	0.654	0.622	0.502	0.412	0.923	0.137	0.448	0.144	0.473	0.401	0.519
ENST00000357992.8	ELK4	60	-1.385	-0.665	-0.23	0.733	-0.831	-0.487	-1.017	-0.445	-1.063	-0.856	-1.317	-1.025	-0.553	0.083	0.077	-0.702	-0.564
ENST00000357997.9	ANKLE2	484	0.15	0.078	-0.263	-0.157	0.282	0.044	-0.513	-0.28	-0.556	-0.263	-0.365	-0.265	-0.499	-0.212	-0.206	-0.471	-0.35
ENST00000358007.7	DDX47	1014	0.09	0.24	0.014	0.114	0.137	0.245	-0.608	-0.403	-0.304	-0.026	-0.598	-0.129	0.004	-0.004	-0.064	-0.072	-0.301
ENST00000358008.7	AIMP1	727	0.128	-0.12	-0.572	-0.087	0.065	-0.032	-0.309	0.138	-0.18	0.179	-0.294	-0.454	-0.286	-0.028	-0.029	-0.266	-0.023
ENST00000358011.8	C1orf109	223	0.718	0.834	-0.102	0.141	0.773	0.438	0.419	0.719	0.447	1.179	0.48	0.014	-0.049	0.104	-0.2	-0.117	0.69
ENST00000358015.7	RAD23B	2172	-0.185	0.222	-0.755	-0.28	-0.943	-0.416	-0.753	-0.479	-0.928	-0.56	-0.486	-0.527	0.154	-0.052	0.15	0.218	-0.312
ENST00000358025.7	SYNE2	261	0.017	0.043	-0.027	0.181	1.298	0.536	0.25	-0.072	0.046	0.504	0.411	0.113	0.762	0.294	0.793	0.849	0.399
ENST00000358056.7	GMFB	398	-0.164	0.035	0.118	0.206	-0.69	-0.183	-0.414	-0.116	-0.388	-0.232	-0.542	-0.599	-0.238	-0.438	-0.178	-0.585	-0.437
ENST00000358075.10	MAGT1	1612	-0.418	-0.084	-0.092	-0.073	0.111	0.365	-0.11	-0.199	-0.151	0.074	-0.001	-0.015	0.185	0.142	0.044	0.016	0.047
ENST00000358077.9	DAPK1	103	-0.79	0.042	-0.654	-0.267	-0.738	0.972	-0.383	-0.067	-0.78	0.086	-0.065	0.129	0.694	0.289	0.65	0.737	0.167
ENST00000358130.6	HMGN5	334	-0.428	-0.402	0.668	0.346	0.077	-0.144	-0.048	0.172	-0.067	-0.135	-0.062	-0.205	-0.05	0.093	-0.323	-0.204	0.003
ENST00000358149.7	ZNF346	162	0.6	0.948	-0.595	-0.852	-0.108	-0.23	0.165	0.187	0.09	-0.238	-0.253	0.134	0.085	0.2	-0.02	-0.194	0.234
ENST00000358154.7	METTL9	180	-1.074	0.346	-1.332	-0.115	-1.335	-0.422	-1	0.098	-1.196	-0.448	-1.185	-1.236	-0.333	-0.179	-0.173	-0.194	-0.332
ENST00000358171.7	SERPINH1	979	0.095	-0.262	0.118	-0.186	0.304	0.132	-0.063	-0.238	-0.207	-0.285	0.007	0.203	-0.116	0.139	-0.012	-0.122	-0.139
ENST00000358173.7	EPHB4	158	-0.907	-0.371	-0.923	-0.267	-0.743	-0.493	-0.632	-0.218	-1.053	-0.84	-0.974	-0.852	-0.527	-0.617	-0.442	-0.456	-0.395
ENST00000358204.8	TES	673	0.511	0.662	0.641	0.434	0.606	0.255	0.954	0.848	0.953	0.599	1.034	0.335	0.577	0.409	0.478	0.344	0.916
ENST00000358227.4	TMEM261	627	0.314	-0.514	-0.26	-0.317	-0.098	-0.02	-0.362	0.039	-0.101	-0.511	-0.48	-0.107	-0.349	-0.113	-0.041	-0.499	-0.431
ENST00000358230.7	TMBIM4	334	-0.685	0.374	-0.569	-0.064	-1.024	0.036	-0.192	0.523	-0.676	0.646	-0.218	-0.469	-0.002	0.333	0.076	-0.231	0.325
ENST00000358232.10	ELP2	819	0.182	-0.041	0.061	0.033	0.034	-0.151	0.262	-0.208	0.255	0.129	0.377	0.105	0.31	-0.028	0.167	0.384	0.189
ENST00000358252.7	TNKS1BP1	249	-0.485	-0.712	0.309	0.155	1.466	0.742	-0.06	0.015	0.162	0.235	0.337	-0.257	-1.084	-0.238	-0.651	-0.706	0.315
ENST00000358290.8	HSD17B11	418	-0.57	0.109	-0.324	0.21	-0.25	-0.018	-0.524	-0.154	-0.448	0.305	-0.11	-0.409	-0.229	0.015	-0.148	-0.396	0.015
ENST00000358293.7	FAM217B	45	-1.082	-0.092	-0.139	-0.267	0.584	-0.165	0.272	0.922	-0.064	0.396	0.399	0.429	0.086	0.077	0.2	0.397	0.91
ENST00000358301.7	PAK4	180	-0.244	-0.092	0.236	0.002	0.349	0.025	-0.073	0.096	-0.337	-0.099	-0.217	-0.023	-0.595	-0.27	-0.236	-0.301	-0.23
ENST00000358303.8	ZC3HC1	310	0.382	0.016	0.826	0.556	0.426	0.453	-0.159	-0.252	0.02	0.026	-0.258	0.26	0.171	-0.017	0.123	0.107	-0.139
ENST00000358337.9	WDR55	128	0.487	0.274	-0.016	0.508	-0.036	0.073	-0.032	0.441	0.3	0.228	0.108	0.242	-0.145	0.038	0.191	0.034	0.371
ENST00000358344.7	HNRNPAB	3685	-0.458	0.16	-0.313	-0.112	-0.521	-0.3	-0.544	0.014	-0.508	-0.217	-0.48	-0.443	-0.354	-0.182	-0.169	-0.193	-0.046
ENST00000358350.8	FRYL	200	0.534	0.358	0.358	0.285	0.862	0.296	0.495	-0.034	0.313	0.322	0.608	0.651	0.42	0.124	-0.008	0.167	0.309
ENST00000358357.7	POM121	491	-0.754	-0.333	-0.105	-0.066	-0.461	-0.258	-0.38	-0.336	-0.505	-0.292	-0.647	-0.437	-0.289	-0.222	-0.185	-0.215	-0.03
ENST00000358368.4	XAB2	417	0.645	0.527	0.631	0.306	0.036	0.048	0.301	-0.022	0.477	0.359	0.342	0.319	0.491	0.012	0.096	0.505	0.143
ENST00000358372.8	WTAP	634	0.647	0.323	0.028	-0.222	-0.089	-0.125	0.172	0.213	0.279	0.061	-0.035	0.086	0.263	0.179	0.107	0.124	0.115
ENST00000358377.6	DCAF4	117	0.247	-0.149	0.091	-0.203	-0.305	0.111	0.624	0.412	0.642	0.368	0.04	0.477	0.413	0.31	0.547	0.293	0.16
ENST00000358387.8	TXNDC15	209	-1.035	-0.114	-0.407	-0.243	-0.486	-0.158	-0.707	-0.509	-0.831	-0.487	-0.353	-0.51	-0.7	-0.063	-0.364	-0.399	-0.258
ENST00000358406.9	GSTK1	570	0.122	0.201	0.157	0.366	-0.528	-0.081	-0.194	0.328	0.102	0.117	-0.301	-0.001	0.026	0.218	0.165	-0.202	0.028
ENST00000358410.7	DNA2	225	0.141	0.282	0.711	0.411	0.04	0.072	0.456	-0.148	0.471	0.318	0.469	0.292	0.276	0.228	0.124	0.408	0.142
ENST00000358431.7	KIAA1671	153	-0.094	-0.375	0.531	0.072	0.201	0.072	-0.049	-0.159	-0.127	0.114	-0.053	0.341	-0.028	0.033	0.008	0.456	0.08
ENST00000358432.7	EPHA2	824	0.223	-0.677	0.926	0.38	1.378	0.512	-0.319	-0.902	0.375	-0.601	-0.95	-0.099	-1.587	-0.562	-0.71	-1.412	-0.768
ENST00000358435.8	TOMM7	737	-0.383	0.347	-0.436	-0.195	-0.653	-0.459	0.066	0.208	0.038	-0.077	-0.207	-0.391	-0.745	-0.334	-0.44	-1.187	-0.438
ENST00000358460.8	FAM104B	99	-0.531	-0.702	0.154	0.089	-0.734	-0.421	-0.449	-0.222	-0.696	-1.287	-0.243	-0.518	-1.031	-0.446	-0.712	-1.572	-0.485
ENST00000358461.6	AFAP1	111	-0.414	0.081	0.543	0.47	0.575	0.265	0.138	-0.327	-0.288	0.092	-0.765	0.316	0.311	-0.325	-0.527	0.071	-0.533
ENST00000358465.6	TRIM33	570	0.263	0.052	0.506	0.352	0.328	0.184	0.449	0.055	0.346	0.281	0.519	0.261	0.438	0.209	0.382	0.435	0.266
ENST00000358485.8	CASP8	172	-0.17	0.413	0.785	0.286	0.619	0.199	0.778	0.37	0.894	0.815	0.955	0.283	-0.052	-0.208	-0.448	0.369	0.599
ENST00000358514.8	PSMB10	82	0.267	0.218	-0.935	0.13	0.233	0.026	-0.212	0.24	-0.12	-0.573	-0.347	0.1	-0.776	0.304	-0.239	-0.48	-0.232
ENST00000358528.8	CSDE1	2642	0.03	-0.297	-0.574	-0.093	-0.744	-0.471	-0.823	-0.694	-0.843	-0.742	-0.618	-1.023	-1.045	-0.666	-1.169	-0.884	-0.297
ENST00000358531.8	ARHGAP19	192	-0.981	-0.201	0.123	-0.037	0.205	0.005	-0.071	0.002	-0.086	0.159	0.069	0.39	0.391	0.178	0.48	0.381	0.204
ENST00000358544.6	VPS13B	192	0.513	-0.044	0.547	0.382	1.238	0.771	0.847	-0.03	0.809	0.637	0.644	0.779	1.058	0.545	0.875	1.032	0.437
ENST00000358572.9	TMA16	458	0.135	0.173	-0.527	-0.364	-0.046	0.077	-0.037	0.167	-0.17	-0.094	-0.109	-0.367	-0.574	-0.199	-0.626	-0.516	-0.316
ENST00000358595.9	ARNT	319	-0.168	-0.113	0.339	-0.007	-0.237	-0.305	0.414	0.121	0.382	0.14	0.555	0.189	-0.026	0.158	0.103	0.093	0.316
ENST00000358597.7	CELF1	600	0.443	0.162	0.192	0.115	0.468	-0.073	-0.037	-0.302	0.033	0.008	-0.077	-0.144	-0.23	-0.109	-0.313	-0.051	-0.06
ENST00000358598.6	PRKAR1A	1827	0.373	0.008	0.631	0.185	0.144	0.131	0.113	-0.133	0.263	0.046	0.221	0.239	0.398	0.018	-0.023	-0.005	0.11
ENST00000358602.8	ANKRD17	1078	0.728	0.385	1.068	0.487	0.789	0.501	0.206	-0.488	0.635	0.5	0.585	0.427	0.505	0.014	0.294	0.591	0.232
ENST00000358607.10	C19orf60	121	0.05	-0.044	-0.894	-0.808	0.226	-0.298	0.841	1.042	0.857	0.294	0.682	0.605	-0.233	0.347	0.294	-0.074	0.192
ENST00000358625.3	WDR5	502	-0.187	0.41	-0.691	-0.195	-0.716	-0.37	-0.536	0.041	-0.505	-0.004	-0.463	-0.157	0.209	0.061	0.235	0.157	-0.168
ENST00000358664.8	MAX	330	0.425	0.375	-0.287	-0.372	-0.59	-0.367	-0.081	0.157	0.152	0.086	-0.375	0.294	0.001	0.318	-0.062	-0.356	-0.139
ENST00000358666.7	UBL5	2223	-0.442	0.051	-0.034	-0.06	-0.473	-0.096	-0.455	0.129	-0.24	-0.284	-0.693	0.133	0.27	0.237	0.319	-0.101	-0.411
ENST00000358677.9	SPATS2L	277	-0.902	-0.519	-0.14	0.12	-0.342	-0.196	-0.006	-0.217	-0.278	-0.122	-0.292	-0.104	-0.087	0.126	-0.092	0.352	-0.038
ENST00000358689.8	ENTPD4	85	-0.135	0.038	-0.681	-0.617	-0.932	-0.651	-0.581	-0.041	-1.068	-0.795	-0.452	-0.815	-0.173	-0.253	0.122	0.037	-0.273
ENST00000358691.9	HELZ	445	0.161	0.172	0.914	0.487	1.083	0.601	0.403	-0.176	0.529	0.402	0.241	0.506	0.602	0.332	0.107	0.447	0.304
ENST00000358694.10	CTNND1	784	0.286	0.201	0.784	0.377	0.495	0.322	0.278	-0.332	0.526	0.275	0.314	0.423	0.398	0.101	0.097	0.536	0.126
ENST00000358697.5	ZXDA	52	1.009	0.591	0.761	1.252	0.761	0.205	-0.125	-1.119	0.249	0.174	-0.179	-0.134	-0.863	0.303	-0.321	-0.249	0.027
ENST00000358701.9	QSOX2	319	0.006	0.267	-0.2	0.274	0.185	0.078	0.079	-0.025	0.323	0.439	0.08	0.186	-0.602	0.042	-0.475	-0.484	-0.041
ENST00000358704.4	ZBTB18	67	-0.644	0.159	-0.332	0.733	-0.79	-0.125	-0.809	-0.102	-0.938	-0.529	-0.9	-0.607	-0.454	-0.295	-0.335	-0.459	-0.468
ENST00000358713.7	GATAD2A	473	-0.143	-0.109	0.005	-0.161	-0.579	-0.147	-0.548	-0.358	-0.451	-0.142	-0.271	-0.266	-0.281	-0.202	-0.07	-0.179	-0.199
ENST00000358731.8	BDP1	294	0.531	0.192	0.732	0.443	0.752	0.575	0.234	0.046	0.605	0.568	0.531	0.114	0.455	0.03	0.473	0.388	0.292
ENST00000358739.4	HIST1H2AI	6150	1.262	0.875	0.601	-0.137	0.667	0.459	1.189	1.379	1.369	1.242	1.04	0.931	-0.081	0.318	-0.235	-0.49	0.623
ENST00000358746.6	TTC37	619	-0.121	-0.05	0.04	0.06	-0.131	0.162	0.143	-0.039	-0.201	0.148	0.086	-0.452	0.03	-0.041	0.003	0.214	0.275
ENST00000358755.4	FZD6	211	-0.682	-0.045	-0.13	-0.047	-0.153	-0.193	-0.007	0.121	-0.605	-0.28	-0.086	-0.293	0.769	0.291	0.61	0.548	0.112
ENST00000358776.6	ACADSB	188	-1.289	-0.806	0.074	0.519	0.262	0.015	0.018	-0.197	-0.51	-0.369	-0.645	-0.315	0.115	-0.121	-0.151	-0.033	-0.252
ENST00000358780.9	FAM76B	69	0.042	0.035	-0.676	-0.788	0.177	0.473	0.083	0.379	-0.293	-0.146	0.097	0.078	0.22	0.516	0.456	0.312	0.784
ENST00000358792.11	GTPBP3	410	-0.029	-0.074	-0.245	-0.232	-0.202	-0.224	-0.204	0.334	-0.162	0.174	-0.303	-0.015	-0.295	-0.057	0.09	-0.292	-0.243
ENST00000358807.7	MICAL1	31	0.216	-1.292	0.128	0.192	0.875	0.607	0.846	0.456	-0.04	0.195	0.014	0.309	0.219	0.245	0.385	-1.606	-1.022
ENST00000358812.8	MANEA	261	-0.388	-0.858	0.806	0.61	-0.06	-0.092	0.388	-0.23	0.021	-0.309	0.209	-0.011	0.158	-0.369	0.048	-0.141	0.017
ENST00000358823.6	CAMSAP2	299	-0.301	0.317	0.112	0.496	-0.608	-0.118	-0.378	-0.236	-0.833	-0.011	-0.288	-0.692	-0.136	-0.146	-0.198	0.036	0.056
ENST00000358835.7	REV3L	121	0.788	0.703	1.014	0.54	0.842	0.464	0.89	0.189	0.779	0.742	0.586	0.331	0.439	0.233	-0.205	0.18	0.346
ENST00000358849.8	ABCB8	228	0.369	0.059	0.318	0.065	0.14	0.116	0.49	0.458	0.527	0.546	0.273	0.377	0.215	0.395	0.228	0.222	0.321
ENST00000358867.10	TMEM126B	357	0.186	-0.229	-0.547	-0.157	-0.212	0.142	0.069	-0.138	-0.289	-0.272	-0.02	-0.499	-0.257	-0.212	-0.183	-0.426	-0.531
ENST00000358869.4	FAM114A1	94	-0.869	-0.439	-0.452	-0.267	-0.326	0.09	-0.506	-0.288	-1.085	-1.078	-1.365	0.004	0.188	0.628	0.572	0.299	-0.677
ENST00000358896.10	DUS2	124	0.319	-0.115	0.427	-0.24	-0.093	-0.307	0.332	-0.17	0.575	-0.005	0.275	1.167	0.882	0.709	0.845	0.854	0.223
ENST00000358901.10	VCP	3259	0.223	-0.127	0.831	0.5	0.001	0.128	-0.373	-0.502	0.163	0.293	-0.021	0.307	0.39	-0.033	-0.212	0.728	0.124
ENST00000358912.4	PELI1	89	-0.213	0.23	0.405	0.65	1.515	0.403	0.002	-0.024	0.371	0.136	0.026	0.315	0.656	-0.005	0.384	0.453	-0.135
ENST00000358933.9	EDC4	613	0.445	0.118	0.581	-0.052	0.432	0.093	0.093	-0.52	0.188	-0.209	0.138	0.56	0.388	0.169	0.355	0.771	-0.196
ENST00000358935.2	MARCH5	293	-0.951	0.011	-0.397	-0.171	-0.731	0.073	0.02	0.177	-0.217	0.243	-0.117	-0.554	-0.38	0.018	-0.165	-0.207	0.238
ENST00000358951.6	RAB3GAP2	447	0.882	0.554	1.009	0.801	1.031	0.489	0.801	-0.135	0.76	0.394	0.992	0.385	0.566	-0.22	0.063	0.574	0.459
ENST00000358994.8	PPP2R4	476	-0.401	-0.556	0.128	0.028	-0.216	-0.178	-0.003	-0.01	-0.21	-0.049	-0.025	0.051	0.314	0.029	0.271	0.394	-0.045
ENST00000359003.6	NCOA6	255	-0.343	-0.261	-0.197	-0.198	-0.455	-0.418	-0.752	-0.72	-0.9	-0.643	-0.351	-0.538	0.141	-0.089	0.238	0.282	-0.248
ENST00000359015.4	MAP3K5	79	-0.801	-0.856	-0.408	-0.195	-0.117	0.202	-0.306	-0.128	-0.507	-0.017	-0.072	-0.17	0.485	0.105	0.113	0.463	0.452
ENST00000359032.9	AP2A1	504	0.378	0.089	0.033	0.243	-0.297	-0.046	-0.085	-0.137	0.098	-0.19	-0.231	0.17	-1.068	-0.114	-0.894	-0.84	-0.154
ENST00000359039.4	KLHL9	431	0.599	0.151	0.554	0.233	0.298	0.296	0.595	-0.159	0.538	0.325	0.675	0.56	0.689	0.53	0.342	0.515	0.387
ENST00000359042.6	C17orf80	230	0.953	0.166	0.26	0.518	0.26	0.377	0.191	-0.546	0.26	-0.004	0.368	-0.128	0.156	-0.154	-0.112	-0.202	-0.217
ENST00000359044.4	ZNF574	163	-0.199	0.123	-0.294	0.083	-1.209	-0.122	-0.527	-0.56	-0.47	-0.247	-0.365	-0.194	-0.637	-0.248	-0.342	0.118	-0.291
ENST00000359079.8	SGMS2	133	0.091	-0.531	0.593	0.476	-0.448	0.13	-0.541	-0.518	-0.353	-0.47	0.088	0.217	0.479	0.142	-0.677	0.332	0.052
